STAID,STANAME,DRAIN_SQKM,STOR_NID_2009_MM3,RUNAVE7100_MM3,STO_RATIO,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV
06884200,"MILL C AT WASHINGTON, KS",908.4114,2.01,107.3118196,0.02,1.276,0.569,0.520,0.000
06884400,"L BLUE R NR BARNES, KS",8655.96,101.10,720.4210088,0.14,1.291,0.553,0.613,0.007
06885500,"BLACK VERMILLION R NR FRANKFORT, KS",1062.869,60.91,180.012383,0.34,1.288,0.519,0.594,0.000
06887000,"BIG BLUE R NR MANHATTAN, KS",24991.78,3233.38,2224.229683,1.45,1.329,0.555,0.650,0.014
06888000,"VERMILLION C NR WAMEGO, KS",609.6725,1.52,142.9176594,0.01,1.130,0.450,0.490,0.000
06888500,"MILL C NR PAXICO, KS",842.346,22.32,197.8305176,0.11,0.844,0.388,0.682,0.000
06889100,"SOLDIER C NR GOFF, KS",5.3433,0.00,1.251234149,0.00,1.438,0.514,0.563,0.000
06889120,"SOLDIER C NR BANCROFT, KS",27.4032,0.06,6.422572934,0.01,1.312,0.579,0.400,0.000
06889140,"SOLDIER C NR SOLDIER, KS",44.1315,0.06,10.3512375,0.01,1.233,0.601,0.371,0.000
06889160,"SOLDIER C NR CIRCLEVILLE, KS",128.9619,0.50,30.27882264,0.02,1.289,0.626,0.407,0.000
06889200,"SOLDIER C NR DELIA, KS",385.6599,1.26,90.59633126,0.01,1.137,0.539,0.426,0.000
06889500,"SOLDIER C NR TOPEKA, KS",748.5822,7.77,175.8725758,0.04,1.246,0.555,0.738,0.006
06890100,"DELAWARE R NR MUSCOTAH, KS",1131.965,40.38,257.0112949,0.16,1.339,0.569,0.604,0.000
06890900,"DELAWARE R BL PERRY DAM, KS",2923.203,1069.71,665.5981224,1.61,1.387,0.562,0.646,0.000
06891260,"WAKARUSA R NR RICHLAND, KS",426.06,32.86,98.52053798,0.33,1.447,0.626,1.477,0.000
06891500,"WAKARUSA R NR LAWRENCE, KS",1103.721,513.18,255.1300759,2.01,1.515,0.603,1.803,0.126
06891810,"STRANGER C NR POTTER, KS",472.9716,4.85,109.3232232,0.04,1.408,0.604,0.589,0.000
06892000,"STRANGER C NR TONGANOXIE, KS",1092.723,15.84,252.6081634,0.06,1.398,0.568,0.702,0.023
06892360,"KILL C AT 95TH ST NR DESOTO, KS",124.1127,6.05,28.75555976,0.21,2.483,0.946,5.843,1.833
06892495,"CEDAR C NR DESOTO, KS",151.1271,12.72,35.03821363,0.36,2.575,0.956,11.151,5.550
06892513,"MILL C AT JOHNSON DRIVE, SHAWNEE, KS",150.5421,3.15,35.55059219,0.09,5.279,1.755,21.826,5.950
06893080,"BLUE R NR STANLEY, KS",117.81,4.18,41.13498728,0.10,1.962,0.739,4.942,4.675
06893100,"BLUE R AT KENNETH RD, OVERLAND PARK, KS",170.8281,5.19,59.75261156,0.09,2.098,0.727,5.543,3.973
06893150,"Blue River at Blue Ridge Blvd Ext in KC, MO",241.1847,11.49,84.46915274,0.14,2.501,0.888,8.004,5.235
06893300,"INDIAN C AT OVERLAND PARK, KS",68.71951,0.15,24.14015369,0.01,9.307,2.639,37.700,2.767
06893390,"INDIAN C AT STATE LINE RD, LEAWOOD, KS",167.4594,0.96,58.89659296,0.02,8.419,2.537,33.922,5.786
06893400,"Indian Creek at 103rd St in Kansas City, MO",168.3207,0.96,59.19977042,0.02,8.417,2.547,33.967,5.757
06893500,"Blue River at Kansas City, MO",477.0423,13.88,167.4415134,0.08,5.283,1.550,18.993,4.859
06893557,"Brush Creek at Ward Parkway in Kansas City, MO",33.9336,0.00,11.9446272,0.00,11.717,2.914,27.595,0.016
06893560,"Brush Creek at Kansas City, MO",40.644,0.00,14.306688,0.00,12.230,3.229,32.724,0.013
06893562,"Brush Creek at Rockhill Road in Kansas City, MO",46.8063,0.00,16.4758176,0.00,12.420,3.286,33.108,0.012
06893578,"Blue River at Stadium Drive in Kansas City, MO",659.8953,14.23,231.7819551,0.06,6.523,1.771,22.142,3.753
06893620,"Rock Creek at Kentucky Road in Independence, MO",24.4224,0.11,8.5966848,0.01,9.812,2.963,29.527,0.243
06893793,"L. Blue R. below Longview D.S. at KC, MO",127.854,59.66,44.67635564,1.34,3.925,1.091,12.533,3.458
06893890,"East Fork Little Blue River nr Blue Springs, MO",89.0307,89.11,31.3074765,2.85,4.474,1.496,13.893,2.453
06893910,"Little Blue River at 39th St. in Independence, MO",400.5822,166.45,140.5932961,1.18,4.829,1.429,15.378,2.808
06893970,"Spring Branch Creek at Holke Rd in Independence, M",21.8032,0.00,7.6747264,0.00,6.353,1.829,20.402,1.754
06894000,"Little Blue River near Lake City, MO",480.4056,166.45,168.7169575,0.99,4.855,1.424,15.579,2.717
06894200,"Fishing River above Mosby, MO",115.3755,0.87,40.41208027,0.02,2.353,1.130,5.228,2.758
06894500,"E.F. FISHING R. AT EXCELSIOR SPRINGS, MO.",52.272,4.11,18.399744,0.22,2.417,1.114,2.769,0.000
06895000,"CROOKED RIVER NEAR RICHMOND, MO.",412.6509,2.12,144.6573314,0.01,1.346,0.406,0.802,0.000
06896000,"WAKENDA CREEK AT CARROLLTON, MO.",643.6539,2.32,226.0247955,0.01,1.248,0.568,0.552,0.000
06897000,"East Fork Big Creek near Bethany, MO",235.5885,23.45,55.18714798,0.42,1.696,0.672,1.815,0.018
06897500,"Grand River near Gallatin, MO",5819.077,137.38,1362.270366,0.10,1.238,0.471,0.759,0.010
06897950,"Elk Creek near Decatur City, IA",135.9388,0.28,32.74261359,0.01,1.070,0.482,0.502,0.000
06898000,"Thompson River at Davis City, IA",1801.335,102.46,433.8636037,0.24,1.194,0.498,0.662,0.000
06898400,"Weldon River near Leon, IA",274.167,0.54,66.23817145,0.01,1.021,0.434,0.613,0.000
06899000,WELDON RIVER AT MILL GROVE MO,1243.715,58.97,300.0348016,0.20,1.094,0.392,0.723,0.000
06899500,"Thompson River at Trenton, MO",4462.355,185.73,1075.389179,0.17,1.137,0.440,0.665,0.000
06899700,SHOAL CREEK NEAR BRAYMER MO,1004.281,5.78,236.1758589,0.02,1.369,0.496,1.245,0.054
06900000,"MEDICINE CREEK NEAR GALT, MO",601.1226,8.66,153.897785,0.06,1.063,0.371,0.552,0.000
06900050,"Medicine Creek near Laredo, MO",954.1926,12.05,244.1525048,0.05,1.027,0.373,0.539,0.000
06901500,"Locust Creek near Linneus, MO",1436.503,32.71,367.8904294,0.09,1.043,0.351,0.504,0.000
06902000,"Grand River near Sumner, MO",17944.12,420.36,4321.491392,0.10,1.195,0.445,0.755,0.008
06903400,"Chariton River near Chariton, IA",481.4154,5.39,128.1602414,0.04,1.176,0.465,0.762,0.017
06903700,"South Fork Chariton River near Promise City, IA",439.3953,6.81,117.6318339,0.06,1.275,0.512,0.790,0.000
06903900,"Chariton River near Rathbun, IA",1407.987,700.47,376.2168016,1.86,1.197,0.457,0.706,0.006
06904010,"Chariton River near Moulton, IA",1919.11,705.50,513.1368134,1.37,1.246,0.463,0.846,0.004
06904050,"Chariton River at Livonia, MO",2246.616,709.56,600.941248,1.18,1.216,0.438,0.780,0.004
06904500,"Chariton River at Novinger, MO",3537.129,766.27,947.1865521,0.81,1.190,0.399,0.697,0.002
06905500,"Chariton River near Prairie Hill, MO",4899.487,791.22,1381.286403,0.57,1.157,0.370,0.652,0.002
06906000,"Mussel Fork near Musselfork, MO",704.5974,17.33,223.9755191,0.08,1.172,0.367,0.612,0.000
06906150,"Long Branch Creek near Atlanta, MO",59.3595,0.33,17.36982438,0.02,1.655,0.536,1.566,0.000
06906200,"East Fork Little Chariton R. nr Macon, MO",268.9155,122.58,79.12540091,1.55,1.190,0.443,0.774,0.000
06906300,"East Fork Little Chariton R. nr Huntsville, MO",564.9921,138.62,166.1120843,0.83,1.239,0.405,0.870,0.006
06906800,"Lamine River near Otterville, MO",1414.753,9.75,448.0068615,0.02,1.431,0.510,0.916,0.028
06907000,"LAMINE RIVER AT CLIFTON CITY, MO.",1558.494,9.75,493.2398177,0.02,1.427,0.510,0.905,0.026
06907500,"SOUTH FORK BLACKWATER RIVER NEAR ELM, MO.",43.0209,3.92,12.34723061,0.32,1.769,0.989,2.218,0.000
06907700,"Blackwater River at Valley City, MO",1384.497,27.50,397.9265898,0.07,1.523,0.574,1.399,0.053
06908000,"Blackwater River at Blue Lick, MO",2894.894,48.11,831.9441909,0.06,1.485,0.597,1.236,0.037
06909500,"MONITEAU CREEK NEAR FAYETTE, MO",193.8906,5.96,66.62100405,0.09,1.270,0.350,0.348,0.000
06910230,"HINKSON CREEK AT COLUMBIA, MO",181.881,1.48,62.567064,0.02,2.478,0.765,5.512,0.885
06910750,"Moreau River near Jefferson City, MO",1457.401,4.12,508.2658297,0.01,1.613,0.570,1.064,0.008
06910800,"MARAIS DES CYGNES R NR READING, KS",444.5973,434.10,105.2966461,4.12,0.941,0.402,0.540,0.000
06911000,"MARAIS DES CYGNES R AT MELVERN, KS",875.5425,888.12,207.163862,4.29,1.103,0.470,0.622,0.000
06911490,"SALT C AT LYNDON, KS",248.1408,5.34,58.8093696,0.09,1.335,0.582,0.819,0.000
06911500,"SALT C NR LYNDON, KS",282.1842,5.34,66.8776554,0.08,1.375,0.607,0.979,0.000
06911900,"DRAGOON C NR BURLINGAME, KS",293.0553,0.51,69.44842083,0.01,1.329,0.543,0.770,0.000
06912500,"HUNDRED AND TEN MILE C NR QUENEMO, KS",836.8893,324.65,198.2974047,1.64,1.421,0.542,0.993,0.000
06913000,"MARAIS DES CYGNES R NR POMONA, KS",2727.127,1229.66,645.9890263,1.90,1.302,0.531,0.827,0.000
06913500,"MARAIS DES CYGNES R NR OTTAWA, KS",3242.405,1232.61,768.1046689,1.60,1.329,0.546,0.897,0.010
06914000,"POTTAWATOMIE C NR GARNETT, KS",862.2018,41.59,206.2930755,0.20,1.178,0.505,0.382,0.000
06914100,"POTTAWATOMIE C NR SCIPIO, KS",891.9828,43.34,212.7034673,0.20,1.225,0.508,0.467,0.001
06914950,"BIG BULL C NR EDGERTON, KS",74.88271,0.24,19.11390159,0.01,1.703,0.747,3.100,0.593
06914990,"L BULL C NR SPRING HILL, KS",20.3814,0.28,5.141746219,0.05,2.973,1.361,10.533,2.318
06915000,"BIG BULL C NR HILLSDALE, KS",378.9171,199.84,96.9474557,2.06,1.615,0.689,2.735,0.455
06915800,"MARAIS DES CYGNES R AT LA CYGNE, KS",7026.935,1527.71,1693.775926,0.90,1.407,0.568,1.117,0.053
06916500,"Big Sugar Creek at Farlinville, KS",518.6246,3.45,132.8583976,0.03,1.215,0.496,0.399,0.000
06916600,"MARAIS DES CYGNES R NR KS-MO ST LINE, KS",8387.032,1693.91,2042.535838,0.83,1.399,0.558,1.062,0.044
06917000,"L OSAGE R AT FULTON, KS",765.7839,10.88,242.0751649,0.04,1.204,0.501,0.457,0.000
06917060,"Little Osage River at Horton, MO",1289.278,13.41,407.7054166,0.03,1.226,0.498,0.437,0.005
06917240,"MARMATON R NR UNIONTOWN, KS",213.4341,6.58,74.16081553,0.09,1.220,0.493,0.557,0.000
06917380,"MARMATON R NR MARMATON, KS",760.95,54.18,264.6677697,0.20,1.166,0.361,0.419,0.000
06917500,"MARMATON R NR FORT SCOTT, KS",1058.075,51.70,367.9126751,0.14,1.324,0.410,0.877,0.014
06917560,"Marmaton River near Richards, MO",1178.792,52.09,409.8802418,0.13,1.330,0.405,0.867,0.017
06917630,"East Drywood Creek at Prairie State Park, MO",8.7021,0.00,3.033505939,0.00,0.531,0.362,0.085,0.000
06918060,"Marmaton River near Nevada, MO",2772.852,82.49,964.5579192,0.09,1.317,0.394,0.760,0.015
06918070,"Osage River above Schell City, MO",14338.49,1800.13,3936.94931,0.46,1.356,0.529,0.903,0.031
06918440,"Sac River near Dadeville, MO",671.9008,0.05,220.9614315,0.00,1.765,0.731,1.801,0.120
06918460,"Turnback Creek above Greenfield, MO",650.6892,0.11,213.5822881,0.00,1.411,0.587,0.633,0.003
06918493,"South Fork Dry Sac River near Springfield, MO",39.7692,0.24,13.11137233,0.02,2.984,1.403,14.400,0.511
06918740,"Little Sac River near Morrisville, MO",609.8481,51.12,200.1588547,0.26,2.124,0.769,3.033,0.227
06919000,"Sac River near Stockton, MO",2977.444,2116.06,977.3614757,2.17,1.603,0.620,1.349,0.076
06919020,"Sac River at Hwy J below Stockton, MO",3322.945,2116.06,1090.69356,1.94,1.577,0.601,1.281,0.069
06919500,"Cedar Creek near Pleasant View, MO",1069.424,1.79,350.9379021,0.01,1.174,0.411,0.263,0.013
06919900,"Sac River near Caplinger Mills, MO",4647.281,2118.71,1525.203699,1.39,1.477,0.553,1.003,0.052
06920580,"Weaubleau Creek near Collins, MO",333.3177,1.14,109.3169395,0.01,1.189,0.406,0.560,0.000
06921070,"Pomme de Terre River near Polk, MO",712.586,0.94,234.6520757,0.00,1.537,0.628,0.877,0.005
06921200,"Lindley Creek near Polk, MO",323.6193,0.54,107.7943526,0.00,1.495,0.602,1.049,0.000
06921350,"Pomme de Terre River near Hermitage, MO",1635.647,803.31,538.1157592,1.49,1.624,0.578,1.202,0.010
06921590,"South Grand River at Archie, MO",916.5105,8.21,287.7590013,0.03,1.774,0.711,2.964,0.399
06921720,"Big Creek near Blairstown, MO",1079.744,65.10,339.0532208,0.19,1.481,0.609,1.774,0.368
06922000,"SOUTH GRAND RIVER NEAR BROWNINGTON, MO.",4308.872,117.34,1352.494166,0.09,1.404,0.563,1.480,0.185
06923250,"Niangua River at Windyville, MO",873.2281,0.63,531.5316741,0.00,1.612,0.569,0.970,0.005
06923940,"Niangua River ab Lake Niangua nr Macks Creek, MO",1353.759,0.96,825.4703892,0.00,1.470,0.483,0.676,0.003
06923950,"Niangua River at Tunnel Dam near Macks Creek, MO",1546.36,4.22,943.3677425,0.00,1.412,0.444,0.615,0.003
06924000,"NIANGUA RIVER NEAR DECATURVILLE, MO.",1590.557,4.22,970.388328,0.00,1.405,0.438,0.606,0.003
06925200,STARKS CREEK AT PRESTON MO,10.9503,0.00,6.419730543,0.00,1.271,0.457,1.349,0.000
06926000,"Osage River near Bagnell, MO",36166.79,16803.85,12882.88547,1.30,1.427,0.506,0.948,0.047
06926500,"Osage River near St. Thomas, MO",37773.42,16807.36,13887.74916,1.21,1.424,0.505,0.929,0.045
06926510,"Osage River below St. Thomas, MO",37907.92,16807.70,13971.36953,1.20,1.424,0.504,0.927,0.045
06927000,"Maries River at Westphalia, MO",667.098,3.40,414.5451706,0.01,1.086,0.306,0.498,0.000
06927240,"Auxvasse Creek near Reform, MO",755.8551,19.54,259.696922,0.08,1.501,0.433,1.331,0.051
06928000,"Gasconade River near Hazelgreen, MO",3274.775,3.77,1152.39365,0.00,1.301,0.474,0.542,0.004
06928300,"Roubidoux Creek above Ft. Leonard Wood, MO",428.0553,0.30,150.3468475,0.00,1.218,0.417,0.254,0.000
06928420,Roubidoux Creek at Polla Rd bl Ft. Leonard Wood,707.6501,1.40,248.5163127,0.01,1.319,0.411,0.462,0.085
06928500,"GASCONADE RIVER NEAR WAYNESVILLE, MISSOURI",4399.609,5.92,1549.567368,0.00,1.343,0.467,0.590,0.023
06930000,"BIG PINEY RIVER NR BIG PINEY, MO",1426.903,0.26,522.5050528,0.00,1.342,0.619,0.544,0.003
06930060,"Big Piney below Ft. Leonard Wood, MO",1535.818,1.00,562.3505114,0.00,1.393,0.603,0.594,0.006
06931500,"LITTLE BEAVER CR NR ROLLA, MO",16.6392,0.12,5.2579872,0.02,3.014,1.102,2.916,0.222
06932000,"Little Piney Creek at Newburg, MO",514.2285,5.02,162.7740951,0.03,1.368,0.436,0.524,0.023
06933500,"Gasconade River at Jerome, MO",7339.505,12.64,2585.880824,0.00,1.375,0.485,0.643,0.043
06934000,"Gasconade River near Rich Fountain, MO",8264.9,19.00,2883.429385,0.01,1.352,0.467,0.622,0.043
06935755,"Bonhomme Creek near Ellisville, MO",11.8683,0.30,3.733263964,0.08,3.704,1.228,6.707,1.244
06935770,"Bonhomme Creek near Clarkson Valley, MO",30.7701,0.66,9.649527976,0.07,3.396,0.837,6.763,0.962
06935830,"Caulks Creek at Chesterfield, MO",44.424,2.00,13.9227748,0.14,6.055,2.292,18.527,1.679
06935850,"Creve Coeur Creek at Chesterfield, MO",14.409,0.16,4.511952129,0.04,7.683,1.239,29.077,0.456
06935890,"Creve Coeur Creek near Creve Coeur, MO",57.2211,0.79,17.77251317,0.04,6.901,1.669,26.644,0.434
06935955,"Fee Fee Creek near Bridgeton, MO",30.222,0.00,9.436199949,0.00,7.932,2.345,40.237,0.277
06935980,"Cowmire Creek at Bridgeton, MO",9.6822,0.00,3.0305286,0.00,8.007,1.863,43.281,2.398
06935997,"Mill Creek near Florissant, MO",5.5152,0.00,1.7262576,0.00,4.621,1.786,16.878,1.648
06936475,"Coldwater Creek near Black Jack, MO",105.8697,0.00,32.9211678,0.00,8.904,2.166,41.014,0.768
07001910,"Watkins Creek near Bellefontaine Neighbors, MO",2.9988,0.00,0.752634926,0.00,9.414,4.004,30.753,0.270
07001985,"Watkins Creek at Bellefontaine Neighbors, MO",13.6296,0.00,3.394243347,0.00,8.226,2.764,30.942,1.710
07005000,"Maline Creek at Bellefontaine Neighbors, MO",61.3296,0.00,15.08259841,0.00,9.274,2.722,33.520,1.033
07010022,"River Des Peres near University City, MO",21.3183,0.58,5.354617607,0.11,9.627,2.792,44.026,0.000
07010030,"River Des Peres Trib. at Pagedale, MO",5.1138,0.00,1.2477672,0.00,7.553,1.671,27.591,0.000
07010035,"Engelholm Creek near Wellston, MO",3.7287,0.00,0.9098028,0.00,5.005,3.158,27.285,0.000
07010055,"Deer Creek at Litzinger Road at Ladue, MO",31.626,0.00,7.757358109,0.00,6.647,1.845,27.488,0.020
07010061,"Two Mile Creek at Ladue, MO",16.5816,0.12,4.123623385,0.03,7.474,2.532,25.622,0.000
07010070,"Sebago Creek near Rock Hill, MO",4.8843,0.00,1.1917692,0.00,10.322,3.724,30.987,0.000
07010075,"Deer Creek at Ladue, MO",55.8441,0.12,13.73881016,0.01,7.183,2.188,27.014,0.011
07010082,"Black Creek near Brentwood, MO",14.8635,0.00,3.626694,0.00,10.359,3.326,38.108,0.000
07010086,"Deer Creek at Maplewood, MO",94.0257,0.12,23.05512045,0.01,8.754,2.571,31.545,0.016
07010090,"MacKenzie Creek near Shrewsbury, MO",9.4149,0.00,2.2972356,0.00,10.047,2.899,35.631,0.000
07010094,"Grammond Creek near Wilbur Park, MO",1.5579,0.00,0.3801276,0.00,11.004,7.742,36.426,0.000
07010097,"River des Peres at St. Louis, MO",212.6259,0.69,52.16455391,0.01,9.741,2.565,38.857,0.012
07010180,"Gravois Creek near Mehlville, MO",47.205,0.00,11.69911254,0.00,9.152,2.319,37.406,0.080
07010208,"Martigney Creek near Arnold, MO",6.8175,0.00,1.777230214,0.00,10.957,3.496,40.238,0.462
07010350,"Meramec River at Cook Station, MO",515.367,7.84,167.1292921,0.05,1.083,0.322,0.222,0.000
07011500,GREEN ACRE BRANCH NEAR ROLLA MO,1.7145,0.00,0.5537835,0.00,2.809,1.111,1.687,0.000
07013000,"Meramec River near Steelville, MO",2024.755,14.48,655.5992685,0.02,1.352,0.382,0.667,0.028
07014000,"Huzzah Creek near Steelville, MO",663.7914,4.12,214.6239389,0.02,1.266,0.390,0.245,0.000
07014500,"Meramec River near Sullivan, MO",3845.5,93.13,1244.196143,0.07,1.319,0.375,0.479,0.015
07015000,BOURBEUSE RIVER NR ST. JAMES MO,54.6129,1.89,17.6399667,0.11,2.263,0.973,1.783,0.227
07015720,"Bourbeuse River near High Gate, MO",349.8309,3.10,112.9695982,0.03,1.725,0.670,1.137,0.090
07016500,"Bourbeuse River at Union, MO",2077.624,30.32,670.8947074,0.05,1.716,0.548,1.157,0.042
07017115,"Fox Creek at Allenton, MO",40.5936,0.34,13.09524368,0.03,2.601,1.416,1.425,0.067
07017200,"Big River at Irondale, MO",461.2653,2.44,163.7834535,0.01,0.980,0.516,0.316,0.000
07017500,"DRY BRANCH NEAR BONNE TERRE, MISSOURI",8.8101,0.00,3.1187754,0.00,1.430,0.505,0.336,0.000
07018000,"BIG RIVER NEAR DESOTO, MISSOURI",1874.142,160.25,663.6659174,0.24,1.659,0.587,0.977,0.011
07018100,"Big River near Richwoods, MO",1909.473,160.91,676.0741207,0.24,1.648,0.585,0.960,0.011
07018500,"Big River at Byrnesville, MO",2344.942,197.61,829.7040275,0.24,1.731,0.595,0.963,0.044
07019000,"Meramec River near Eureka, MO",9785.183,348.63,3239.411252,0.11,1.597,0.507,0.827,0.031
07019072,"Kiefer Creek near Ballwin, MO",10.026,0.00,3.236426888,0.00,5.399,2.838,18.716,1.903
07019090,"Williams Creek near Peerless Park, MO",19.8216,0.03,6.4023768,0.00,2.362,0.516,4.170,0.490
07019120,"Fishpot Creek at Valley Park, MO",24.921,0.00,8.04653983,0.00,8.940,2.100,31.769,0.368
07019150,"Grand Glaize Creek near Manchester, MO",13.1553,0.00,4.24542711,0.00,9.324,3.427,33.244,0.000
07019175,"Sugar Creek at Kirkwood, MO",13.3101,0.00,4.225786381,0.00,8.529,2.337,25.604,0.527
07019185,"Grand Glaize Creek near Valley Park, MO",56.5434,0.09,18.16611654,0.00,7.536,2.186,26.220,0.586
07019195,"Yarnell Creek at Fenton, MO",6.4791,0.11,2.0927493,0.05,6.512,2.226,31.954,2.348
07019220,"Fenton Creek near Fenton, MO",11.1465,0.00,3.6003195,0.00,8.132,4.290,29.792,0.824
07019317,"Mattese Creek near Mattese, MO",20.5767,0.00,6.535997392,0.00,8.672,2.538,39.025,0.503
07020550,"South Fork Saline Creek near Perryville, MO",143.019,15.74,47.07393155,0.33,1.275,0.424,0.722,0.007
07021000,"Castor River at Zalma, MO",1094.394,6.39,466.2993955,0.01,0.906,0.448,0.243,0.000
07024000,"BAYOU DE CHIEN NEAR CLINTON, KY",177.8643,0.18,103.6232965,0.00,1.297,0.570,0.401,0.000
07024200,"CROOKED CREEK NEAR HUNTINGDON, TN",67.8096,0.00,40.49970402,0.00,1.503,0.542,0.371,0.000
07024300,"BEAVER CREEK AT HUNTINGDON, TN",145.3059,0.17,86.76643941,0.00,1.479,0.485,1.142,0.003
07024500,"SOUTH FORK OBION RIVER NEAR GREENFIELD, TN",990.8784,4.90,591.6101913,0.01,1.360,0.479,0.651,0.000
07025400,"NORTH FORK OBION RIVER NEAR MARTIN, TENN (CE)",955.6254,9.32,489.5993837,0.02,1.186,0.435,0.277,0.000
07025500,"NORTH FORK OBION RIVER NEAR UNION CITY, TN",1102.019,9.39,564.4823435,0.02,1.204,0.438,0.311,0.003
07026000,"OBION RIVER AT OBION, TN",4700.431,69.58,2660.301993,0.03,1.465,0.495,0.797,0.032
07026040,"OBION RIVER AT HWY 51 NEAR OBION, TN",4861.303,69.86,2743.490446,0.03,1.461,0.496,0.785,0.031
07026300,"OBION RIVER NEAR BOGOTA, TN (CE)",5269.872,69.86,2951.972027,0.02,1.449,0.492,0.772,0.029
07026500,"REELFOOT CREEK NEAR SAMBURG, TN",285.5538,47.19,146.3704232,0.32,1.345,0.389,0.371,0.000
07027500,"SOUTH FORK FORKED DEER RIVER AT JACKSON, TN",1281.959,33.27,710.5871816,0.05,1.371,0.428,1.031,0.070
07027720,"SOUTH FORK FORKED DEER RIVER NEAR OWL CITY, TN",1991.608,46.26,1103.690999,0.04,1.439,0.473,1.528,0.108
07028100,"S FK FORKED DEER RIVER NEAR HALLS, TENN (CE)",2642.052,47.00,1463.866428,0.03,1.442,0.474,1.483,0.098
07028500,"NORTH FORK FORKED DEER RIVER AT TRENTON, TN",187.4601,18.74,106.9919335,0.18,1.383,0.521,0.773,0.026
07028960,MIDDLE FORK FORKED DEER RIVER NEAR FAIRVIEW,545.9751,11.90,311.3928581,0.04,1.520,0.482,1.232,0.577
07029000,"MIDDLE FORK FORKED DEER RIVER NEAR ALAMO, TN",954.8613,14.49,544.3462796,0.03,1.687,0.558,1.809,0.779
07029100,"NORTH FORK FORKED DEER RIVER AT DYERSBURG, TN",2432.016,37.53,1386.187104,0.03,1.527,0.531,1.380,0.346
07029270,"HATCHIE RIVER NEAR WALNUT, MISS.",731.7729,16.27,409.2825588,0.04,1.190,0.344,0.611,0.000
07029500,"HATCHIE RIVER AT BOLIVAR, TN",3664.68,144.80,2012.122604,0.07,1.430,0.398,1.009,0.046
07030050,"HATCHIE RIVER AT RIALTO, TN",5967.874,152.41,3177.913793,0.05,1.354,0.385,0.905,0.034
07030240,"LOOSAHATCHIE RIVER NEAR ARLINGTON, TN",677.727,2.04,342.9363682,0.01,1.352,0.427,1.228,0.046
07030392,"WOLF RIVER AT LAGRANGE, TN",542.9284,15.70,275.7005074,0.06,1.264,0.352,0.504,0.000
07030500,"WOLF RIVER AT ROSSVILLE, TN",1302.944,17.81,661.1831022,0.03,1.234,0.334,0.550,0.000
07031650,"WOLF RIVER AT GERMANTOWN, TN",1804.823,29.61,915.6944558,0.03,1.507,0.419,2.022,0.562
07031692,FLETCHER CREEK AT SYCAMORE VIEW ROAD AT MEMPHIS,78.95168,1.25,40.02722274,0.03,6.640,2.244,32.351,3.681
07031740,"WOLF RIVER AT HOLLYWOOD ST AT MEMPHIS, TN",2035.533,32.08,1032.680036,0.03,2.125,0.588,4.950,0.689
07032200,"NONCONNAH CREEK NEAR GERMANTOWN, TN",175.8816,0.59,92.02501699,0.01,2.828,1.107,11.234,5.023
07035000,"Little St. Francis River at Fredericktown, MO",235.7298,14.83,103.3240252,0.14,1.525,0.672,1.502,0.003
07035500,"BARNES CREEK NEAR FREDERICKTOWN, MISSOURI",10.4175,0.00,4.5732825,0.00,0.620,0.425,0.267,0.000
07035800,"St. Francis River near Mill Creek, MO",1309.274,26.64,573.7723099,0.05,1.467,0.628,1.145,0.119
07036100,"St. Francis River near Saco, MO",1712.368,27.33,750.6978503,0.04,1.301,0.587,0.933,0.091
07037300,"Big Creek at Sam A Baker State Park, MO",491.8725,14.44,215.6976994,0.07,0.776,0.462,0.195,0.000
07037500,"St. Francis River near Patterson, MO",2457.813,42.36,1077.710201,0.04,1.154,0.549,0.719,0.062
07037700,CLARK CREEK NEAR PIEDMONT MO,11.4849,0.00,5.032866938,0.00,1.230,0.877,0.171,0.000
07039500,"St. Francis River at Wappapello, MO",3364.624,1444.73,1475.401755,0.98,1.158,0.528,0.614,0.046
07040000,"St. Francis River at Fisk, MO",3432.871,1444.87,1505.526085,0.96,1.165,0.521,0.612,0.045
07040100,"St. Francis River at St. Francis, AR",4375.354,1445.81,1917.784601,0.75,1.259,0.539,0.657,0.044
07040450,"ST. FRANCIS RIVER AT LAKE CITY, ARK.",6146.657,1465.13,2707.943548,0.54,1.357,0.527,0.714,0.057
07046600,"RIGHT HAND CHUTE OF LITTLE R AT RIVERVALE, ARK.",5698.091,89.25,2283.751567,0.04,1.416,0.445,0.803,0.037
07047500,"ST FRANCIS RIVER AT MARKED TREE, ARK.",13188.82,1537.40,5529.298042,0.28,1.426,0.487,0.799,0.049
07047800,"St. Francis River at Parkin, AR",2496.103,0.00,1089.96481,0.00,1.435,0.456,0.931,0.058
07047900,"St. Francis Bay at Riverfront, AR",1332.108,47.54,592.7848629,0.08,1.733,0.525,1.732,0.379
